transaction_id,customer_id,date,amount,transaction_type
T004084,C01176,2023-08-25,12371,Deposit
T004085,C00065,2023-09-23,8125,Withdrawal
T004086,C02953,2023-09-24,1915,Deposit
T004087,C00571,2023-03-05,9235,Loan Payment
T004088,C00308,2023-10-09,12824,Withdrawal
T004089,C00481,2023-11-25,19150,Deposit
T004090,C02177,2023-04-06,10078,Withdrawal
T004091,C02037,2023-11-07,13072,Loan Payment
T004092,C01783,2023-03-07,6169,Deposit
T004093,C01323,2023-02-13,7568,Deposit
T004094,C01172,2023-12-08,1741,Deposit
T004095,C00408,2023-04-16,32011,Loan Payment
T004096,C01679,2023-12-27,21138,Loan Payment
T004097,C02865,2023-11-19,12486,Withdrawal
T004098,C00474,2023-07-02,40645,Loan Payment
T004099,C01769,2023-08-24,10834,Deposit
T004100,C00216,2023-05-20,25968,Loan Payment
T004101,C02062,2023-03-11,16222,Deposit
T004102,C02936,2023-04-11,5841,Deposit
T004103,C01672,2023-04-28,15670,Deposit
T004104,C01553,2023-06-16,10255,Deposit
T004105,C01012,2023-02-08,13826,Withdrawal
T004106,C02986,2023-06-30,6511,Withdrawal
T004107,C00806,2023-02-20,10811,Deposit
T004108,C02938,2023-06-09,1819,Deposit
T004109,C02117,2023-12-21,16662,Loan Payment
T004110,C00081,2023-09-01,48965,Loan Payment
T004111,C02757,2023-05-27,2467,Withdrawal
T004112,C02050,2023-05-31,5530,Loan Payment
T004113,C02896,2023-10-21,2077,Withdrawal
T004114,C00551,2023-01-27,5269,Withdrawal
T004115,C01847,2023-07-30,13983,Loan Payment
T004116,C00884,2023-09-17,2380,Withdrawal
T004117,C02225,2023-05-12,16536,Deposit
T004118,C02457,2023-10-18,7839,Withdrawal
T004119,C01412,2023-10-12,3521,Withdrawal
T004120,C01777,2023-02-09,15040,Deposit
T004121,C00927,2023-07-28,13663,Withdrawal
T004122,C01214,2023-04-28,18507,Deposit
T004123,C00793,2023-06-12,5704,Withdrawal
T004124,C02506,2023-06-14,681,Withdrawal
T004125,C00854,2023-01-20,12063,Deposit
T004126,C01709,2023-03-03,14272,Withdrawal
T004127,C02665,2023-04-05,5265,Withdrawal
T004128,C01659,2023-01-22,41567,Loan Payment
T004129,C00444,2023-11-20,11775,Withdrawal
T004130,C02111,2023-05-07,9981,Loan Payment
T004131,C00292,2023-04-08,9686,Withdrawal
T004132,C01824,2023-11-22,11249,Withdrawal
T004133,C01297,2023-12-17,16296,Deposit
T004134,C02230,2023-07-05,6951,Deposit
T004135,C02438,2023-07-06,13163,Withdrawal
T004136,C01078,2023-07-10,13473,Withdrawal
T004137,C01969,2023-08-07,16211,Loan Payment
T004138,C02872,2023-10-02,4410,Deposit
T004139,C01607,2023-10-15,896,Withdrawal
T004140,C00649,2023-10-12,8848,Withdrawal
T004141,C02221,2023-02-12,3738,Withdrawal
T004142,C01630,2023-03-25,41507,Loan Payment
T004143,C00903,2023-02-17,43121,Loan Payment
T004144,C01379,2023-10-28,10515,Deposit
T004145,C01896,2023-12-08,3613,Deposit
T004146,C02994,2023-10-02,11617,Withdrawal
T004147,C00646,2023-10-05,17302,Deposit
T004148,C02775,2023-07-15,17255,Loan Payment
T004149,C01198,2023-08-11,12301,Withdrawal
T004150,C01332,2023-03-15,9063,Deposit
T004151,C00283,2023-09-11,8579,Loan Payment
T004152,C00479,2023-06-29,9038,Withdrawal
T004153,C00020,2023-07-24,7253,Deposit
T004154,C02722,2023-08-08,11718,Loan Payment
T004155,C01400,2023-01-15,12665,Deposit
T004156,C01983,2023-08-02,1874,Deposit
T004157,C02712,2023-03-03,1934,Deposit
T004158,C01238,2023-05-02,25469,Loan Payment
T004159,C02361,2023-11-22,49567,Loan Payment
T004160,C01915,2023-07-05,2396,Deposit
T004161,C00042,2023-06-27,7616,Withdrawal
T004162,C01468,2023-01-30,13422,Deposit
T004163,C00010,2023-08-21,42227,Loan Payment
T004164,C02414,2023-05-03,36339,Loan Payment
T004165,C02154,2023-12-31,2356,Deposit
T004166,C00229,2023-01-08,7398,Withdrawal
T004167,C00629,2023-10-29,44023,Loan Payment
T004168,C01762,2023-10-26,13160,Withdrawal
T004169,C02375,2023-01-11,47361,Loan Payment
T004170,C01595,2023-06-22,2485,Withdrawal
T004171,C02354,2023-04-22,6330,Deposit
T004172,C02873,2023-09-15,29430,Loan Payment
T004173,C00235,2023-09-01,10401,Deposit
T004174,C02253,2023-07-12,10123,Withdrawal
T004175,C00466,2023-02-17,38979,Loan Payment
T004176,C01650,2023-09-17,40791,Loan Payment
T004177,C00074,2023-03-11,9494,Deposit
T004178,C02000,2023-07-24,46013,Loan Payment
T004179,C00646,2023-04-21,7485,Deposit
T004180,C02556,2023-04-07,7841,Withdrawal
T004181,C01313,2023-06-13,11911,Deposit
T004182,C01868,2023-03-03,3846,Deposit
T004183,C00998,2023-06-17,14878,Withdrawal
T004184,C02899,2023-08-21,27779,Loan Payment
T004185,C00276,2023-09-30,7947,Deposit
T004186,C02556,2023-07-24,1397,Withdrawal
T004187,C01556,2023-06-28,13575,Deposit
T004188,C00595,2023-01-24,24189,Loan Payment
T004189,C01742,2023-09-05,28490,Loan Payment
T004190,C00485,2023-10-06,11627,Deposit
T004191,C00258,2023-12-21,5871,Loan Payment
T004192,C01755,2023-10-14,7008,Withdrawal
T004193,C01565,2023-07-11,2892,Deposit
T004194,C02499,2023-11-20,6446,Withdrawal
T004195,C00613,2023-01-26,3549,Withdrawal
T004196,C02099,2023-06-08,33805,Loan Payment
T004197,C01272,2023-04-21,10259,Withdrawal
T004198,C02859,2023-12-26,12345,Deposit
T004199,C00734,2023-07-15,6129,Deposit
T004200,C02055,2023-09-26,10073,Deposit
T004201,C01160,2023-08-11,12486,Loan Payment
T004202,C01642,2023-03-18,9325,Loan Payment
T004203,C02755,2023-03-27,8986,Withdrawal
T004204,C00160,2023-02-07,10308,Deposit
T004205,C01907,2023-08-17,9375,Withdrawal
T004206,C01910,2023-10-10,10226,Loan Payment
T004207,C02095,2023-07-08,49680,Loan Payment
T004208,C01086,2023-04-01,15813,Deposit
T004209,C00317,2023-11-17,27700,Loan Payment
T004210,C01078,2023-04-12,12211,Deposit
T004211,C02580,2023-07-28,2636,Withdrawal
T004212,C00651,2023-07-25,2124,Withdrawal
T004213,C00230,2023-09-17,4783,Withdrawal
T004214,C02105,2023-09-28,15981,Deposit
T004215,C01508,2023-12-18,37229,Loan Payment
T004216,C02873,2023-03-19,7173,Withdrawal
T004217,C00405,2023-04-28,40236,Loan Payment
T004218,C02212,2023-10-19,13019,Deposit
T004219,C01033,2023-11-13,3632,Withdrawal
T004220,C02650,2023-06-07,18144,Deposit
T004221,C01892,2023-12-19,6795,Loan Payment
T004222,C02076,2023-07-24,11576,Deposit
T004223,C01729,2023-07-04,10567,Deposit
T004224,C01729,2023-03-28,46017,Loan Payment
T004225,C02863,2023-07-09,9793,Withdrawal
T004226,C00873,2023-12-16,10645,Withdrawal
T004227,C01187,2023-06-02,12727,Loan Payment
T004228,C02604,2023-04-23,7080,Deposit
T004229,C00347,2023-06-02,12460,Withdrawal
T004230,C02206,2023-07-07,745,Withdrawal
T004231,C00272,2023-10-19,12433,Withdrawal
T004232,C02510,2023-03-20,20777,Loan Payment
T004233,C00935,2023-11-30,9203,Withdrawal
T004234,C02738,2023-07-26,8209,Loan Payment
T004235,C01294,2023-07-16,18136,Loan Payment
T004236,C00512,2023-06-08,8869,Deposit
T004237,C00035,2023-06-04,19555,Deposit
T004238,C00500,2023-06-07,45457,Loan Payment
T004239,C01159,2023-12-23,6049,Deposit
T004240,C00355,2023-10-01,5529,Deposit
T004241,C02779,2023-12-28,9309,Deposit
T004242,C01129,2023-04-22,25927,Loan Payment
T004243,C00066,2023-07-08,11592,Withdrawal
T004244,C02509,2023-06-24,7886,Withdrawal
T004245,C00627,2023-04-25,15656,Deposit
T004246,C02022,2023-01-11,8055,Deposit
T004247,C01194,2023-01-18,8859,Deposit
T004248,C00782,2023-11-09,15003,Loan Payment
T004249,C00493,2023-04-12,36717,Loan Payment
T004250,C01533,2023-02-22,11741,Withdrawal
T004251,C02504,2023-05-31,3634,Withdrawal
T004252,C00670,2023-12-20,34499,Loan Payment
T004253,C00907,2023-11-26,32774,Loan Payment
T004254,C01383,2023-05-29,22543,Loan Payment
T004255,C00462,2023-11-16,4723,Deposit
T004256,C01969,2023-08-26,21363,Loan Payment
T004257,C00790,2023-07-30,40474,Loan Payment
T004258,C02796,2023-09-10,11158,Withdrawal
T004259,C02375,2023-08-10,15856,Deposit
T004260,C00509,2023-02-28,3617,Deposit
T004261,C02077,2023-01-03,17722,Loan Payment
T004262,C02359,2023-12-17,47847,Loan Payment
T004263,C02375,2023-09-21,13352,Withdrawal
T004264,C00990,2023-04-07,13725,Deposit
T004265,C00526,2023-09-24,11701,Withdrawal
T004266,C00934,2023-09-01,6058,Deposit
T004267,C02227,2023-06-24,1438,Deposit
T004268,C00708,2023-09-06,17036,Loan Payment
T004269,C02254,2023-02-18,10840,Loan Payment
T004270,C02872,2023-02-10,14835,Deposit
T004271,C00608,2023-12-23,12339,Withdrawal
T004272,C02301,2023-04-06,19519,Loan Payment
T004273,C00780,2023-12-03,36169,Loan Payment
T004274,C02275,2023-06-06,8272,Withdrawal
T004275,C00601,2023-09-12,8899,Withdrawal
T004276,C00343,2023-04-11,39927,Loan Payment
T004277,C01343,2023-09-10,989,Withdrawal
T004278,C01917,2023-11-16,17687,Loan Payment
T004279,C00889,2023-05-09,32995,Loan Payment
T004280,C01321,2023-02-09,25900,Loan Payment
T004281,C01994,2023-06-20,17195,Loan Payment
T004282,C02684,2023-12-22,13612,Loan Payment
T004283,C01994,2023-02-04,12189,Withdrawal
T004284,C02929,2023-05-19,46481,Loan Payment
T004285,C00041,2023-08-25,3127,Deposit
T004286,C00585,2023-10-27,19329,Loan Payment
T004287,C01234,2023-11-30,19674,Deposit
T004288,C01982,2023-09-07,13919,Deposit
T004289,C01223,2023-03-16,3522,Withdrawal
T004290,C01498,2023-11-24,48993,Loan Payment
T004291,C02912,2023-04-02,36550,Loan Payment
T004292,C02624,2023-07-26,4739,Withdrawal
T004293,C00604,2023-08-03,5690,Deposit
T004294,C02644,2023-05-21,4148,Deposit
T004295,C02193,2023-03-26,11578,Withdrawal
T004296,C00597,2023-07-27,19505,Deposit
T004297,C02299,2023-05-05,19013,Loan Payment
T004298,C00104,2023-06-18,3301,Deposit
T004299,C00287,2023-06-21,13059,Withdrawal
T004300,C00705,2023-01-08,867,Withdrawal
T004301,C00128,2023-06-04,4158,Withdrawal
T004302,C01961,2023-09-13,10803,Deposit
T004303,C02027,2023-11-22,44610,Loan Payment
T004304,C02298,2023-05-21,1887,Withdrawal
T004305,C01944,2023-04-21,31177,Loan Payment
T004306,C02131,2023-04-14,3210,Withdrawal
T004307,C02620,2023-04-26,17909,Deposit
T004308,C02564,2023-07-28,33529,Loan Payment
T004309,C00287,2023-06-17,27973,Loan Payment
T004310,C00092,2023-04-02,5040,Withdrawal
T004311,C01546,2023-10-18,32924,Loan Payment
T004312,C01147,2023-10-08,15741,Loan Payment
T004313,C00975,2023-09-08,43703,Loan Payment
T004314,C02386,2023-12-12,10738,Deposit
T004315,C01781,2023-04-03,11442,Deposit
T004316,C01356,2023-07-19,27256,Loan Payment
T004317,C00127,2023-06-02,14620,Withdrawal
T004318,C02964,2023-06-29,11849,Deposit
T004319,C00350,2023-06-06,9190,Withdrawal
T004320,C01501,2023-03-22,38679,Loan Payment
T004321,C01613,2023-09-25,36844,Loan Payment
T004322,C02071,2023-03-21,7149,Withdrawal
T004323,C01236,2023-08-29,10496,Deposit
T004324,C02612,2023-09-16,2301,Deposit
T004325,C01704,2023-07-23,19501,Deposit
T004326,C00176,2023-05-22,47250,Loan Payment
T004327,C00201,2023-10-13,22259,Loan Payment
T004328,C00835,2023-09-12,13157,Loan Payment
T004329,C01334,2023-05-03,49512,Loan Payment
T004330,C01691,2023-11-05,44664,Loan Payment
T004331,C02026,2023-01-19,13409,Withdrawal
T004332,C01451,2023-08-23,13785,Withdrawal
T004333,C02048,2023-07-19,2594,Deposit
T004334,C00476,2023-10-12,8978,Deposit
T004335,C00836,2023-06-03,37888,Loan Payment
T004336,C01398,2023-05-31,14650,Withdrawal
T004337,C00280,2023-01-26,9839,Withdrawal
T004338,C02913,2023-10-25,8383,Deposit
T004339,C02771,2023-02-25,15982,Deposit
T004340,C01163,2023-03-05,12988,Loan Payment
T004341,C02043,2023-02-18,5517,Withdrawal
T004342,C01775,2023-12-14,33205,Loan Payment
T004343,C02666,2023-05-31,5155,Deposit
T004344,C00176,2023-06-15,18476,Loan Payment
T004345,C01390,2023-07-01,25196,Loan Payment
T004346,C01135,2023-11-28,26288,Loan Payment
T004347,C00889,2023-04-09,13347,Loan Payment
T004348,C01986,2023-07-20,14043,Deposit
T004349,C02175,2023-08-17,38628,Loan Payment
T004350,C02718,2023-05-22,18920,Deposit
T004351,C01241,2023-08-14,36521,Loan Payment
T004352,C01566,2023-06-13,5505,Deposit
T004353,C01600,2023-06-20,10307,Loan Payment
T004354,C00857,2023-06-13,46356,Loan Payment
T004355,C01938,2023-01-12,16646,Loan Payment
T004356,C02165,2023-04-18,2673,Deposit
T004357,C00534,2023-02-08,27622,Loan Payment
T004358,C00704,2023-11-18,5454,Withdrawal
T004359,C00607,2023-04-29,8635,Withdrawal
T004360,C00717,2023-10-26,4554,Withdrawal
T004361,C02220,2023-10-28,16392,Deposit
T004362,C00119,2023-03-04,23282,Loan Payment
T004363,C01851,2023-05-07,3952,Withdrawal
T004364,C02510,2023-04-13,9504,Withdrawal
T004365,C00758,2023-08-17,46253,Loan Payment
T004366,C01545,2023-07-21,4119,Withdrawal
T004367,C02497,2023-12-30,1552,Withdrawal
T004368,C01213,2023-02-28,10459,Loan Payment
T004369,C01027,2023-05-21,12790,Deposit
T004370,C01436,2023-09-25,28235,Loan Payment
T004371,C02542,2023-11-28,12801,Deposit
T004372,C01613,2023-09-10,17018,Deposit
T004373,C00101,2023-04-02,6035,Withdrawal
T004374,C02506,2023-01-02,15000,Deposit
T004375,C00474,2023-07-24,37134,Loan Payment
T004376,C02864,2023-11-25,7627,Withdrawal
T004377,C02990,2023-02-26,7123,Deposit
T004378,C01039,2023-06-17,2662,Withdrawal
T004379,C00569,2023-10-30,36452,Loan Payment
T004380,C01575,2023-09-13,19533,Loan Payment
T004381,C01722,2023-09-14,4871,Withdrawal
T004382,C02725,2023-03-07,12185,Loan Payment
T004383,C00379,2023-04-22,17243,Deposit
T004384,C02953,2023-12-01,7084,Withdrawal
T004385,C02372,2023-06-13,9980,Withdrawal
T004386,C00496,2023-12-06,5210,Loan Payment
T004387,C02979,2023-03-02,2504,Withdrawal
T004388,C01701,2023-04-15,47741,Loan Payment
T004389,C02854,2023-01-22,21540,Loan Payment
T004390,C00761,2023-08-07,24098,Loan Payment
T004391,C00533,2023-06-06,10017,Withdrawal
T004392,C02071,2023-09-16,8018,Withdrawal
T004393,C01419,2023-04-17,3350,Deposit
T004394,C00622,2023-02-08,5877,Withdrawal
T004395,C00370,2023-12-04,42803,Loan Payment
T004396,C00062,2023-01-16,17654,Deposit
T004397,C00668,2023-01-17,13090,Deposit
T004398,C00651,2023-05-16,19157,Deposit
T004399,C01896,2023-02-07,5069,Withdrawal
T004400,C00626,2023-09-29,8210,Deposit
T004401,C02803,2023-03-07,3392,Deposit
T004402,C01627,2023-05-13,4903,Withdrawal
T004403,C02131,2023-03-23,31066,Loan Payment
T004404,C00456,2023-08-11,30134,Loan Payment
T004405,C02359,2023-11-28,14655,Deposit
T004406,C01743,2023-09-29,5498,Deposit
T004407,C02446,2023-12-30,5165,Withdrawal
T004408,C01732,2023-09-25,13407,Deposit
T004409,C02927,2023-03-10,18976,Deposit
T004410,C01450,2023-07-14,17507,Deposit
T004411,C02511,2023-09-26,3387,Withdrawal
T004412,C00205,2023-09-01,7537,Withdrawal
T004413,C02383,2023-11-24,9267,Deposit
T004414,C01729,2023-01-03,19291,Deposit
T004415,C00432,2023-03-23,13767,Withdrawal
T004416,C02756,2023-09-15,5729,Loan Payment
T004417,C02889,2023-10-25,42500,Loan Payment
T004418,C00514,2023-12-16,9489,Deposit
T004419,C02834,2023-09-23,18497,Deposit
T004420,C00007,2023-11-21,25782,Loan Payment
T004421,C02249,2023-02-13,11961,Deposit
T004422,C01392,2023-12-23,24052,Loan Payment
T004423,C01118,2023-03-13,13005,Withdrawal
T004424,C01503,2023-06-01,8566,Withdrawal
T004425,C02027,2023-04-13,7964,Deposit
T004426,C02465,2023-02-14,4162,Deposit
T004427,C02172,2023-01-02,4708,Withdrawal
T004428,C00507,2023-07-18,30494,Loan Payment
T004429,C01202,2023-08-12,3229,Withdrawal
T004430,C01340,2023-09-04,10785,Withdrawal
T004431,C01415,2023-12-22,17705,Deposit
T004432,C00993,2023-08-10,13467,Withdrawal
T004433,C00508,2023-10-07,34505,Loan Payment
T004434,C02116,2023-01-29,13057,Deposit
T004435,C01282,2023-08-17,15334,Deposit
T004436,C02603,2023-11-14,7236,Withdrawal
T004437,C02379,2023-11-13,9192,Loan Payment
T004438,C00422,2023-05-16,8955,Deposit
T004439,C01381,2023-10-28,17597,Deposit
T004440,C02488,2023-03-15,9804,Withdrawal
T004441,C02702,2023-02-17,6008,Withdrawal
T004442,C00352,2023-10-07,14020,Deposit
T004443,C00464,2023-09-27,2761,Withdrawal
T004444,C01380,2023-03-29,14071,Deposit
T004445,C02458,2023-03-30,5626,Deposit
T004446,C02937,2023-01-14,4127,Deposit
T004447,C02667,2023-10-05,32587,Loan Payment
T004448,C01771,2023-10-15,21160,Loan Payment
T004449,C01488,2023-02-28,5488,Withdrawal
T004450,C01986,2023-03-01,40104,Loan Payment
T004451,C00951,2023-08-16,18257,Deposit
T004452,C02337,2023-09-01,19613,Loan Payment
T004453,C02817,2023-09-28,5381,Withdrawal
T004454,C00849,2023-04-15,18689,Deposit
T004455,C00513,2023-08-15,3050,Withdrawal
T004456,C01877,2023-01-25,35361,Loan Payment
T004457,C02559,2023-08-19,4835,Withdrawal
T004458,C00891,2023-10-22,9215,Withdrawal
T004459,C02617,2023-11-30,21110,Loan Payment
T004460,C01248,2023-03-19,37860,Loan Payment
T004461,C01668,2023-08-18,1366,Withdrawal
T004462,C02215,2023-08-10,43930,Loan Payment
T004463,C02499,2023-01-31,1163,Withdrawal
T004464,C02313,2023-05-17,8281,Deposit
T004465,C00284,2023-02-23,10999,Withdrawal
T004466,C01210,2023-04-15,13807,Withdrawal
T004467,C00283,2023-07-02,45865,Loan Payment
T004468,C01558,2023-06-03,11575,Loan Payment
T004469,C00164,2023-10-20,24535,Loan Payment
T004470,C02090,2023-08-22,6004,Withdrawal
T004471,C01102,2023-10-22,6172,Deposit
T004472,C02752,2023-10-14,14242,Withdrawal
T004473,C02335,2023-05-19,6544,Withdrawal
T004474,C02815,2023-01-05,42035,Loan Payment
T004475,C00781,2023-12-11,6080,Withdrawal
T004476,C01898,2023-12-08,33219,Loan Payment
T004477,C00741,2023-03-09,2499,Deposit
T004478,C00828,2023-12-30,18748,Deposit
T004479,C02563,2023-01-04,28952,Loan Payment
T004480,C02344,2023-04-30,6176,Deposit
T004481,C00830,2023-10-06,42876,Loan Payment
T004482,C01694,2023-10-31,19735,Deposit
T004483,C02476,2023-10-15,7009,Withdrawal
T004484,C01745,2023-03-18,2293,Withdrawal
T004485,C01004,2023-02-09,16319,Deposit
T004486,C02641,2023-10-10,5131,Withdrawal
T004487,C00177,2023-06-15,14232,Deposit
T004488,C02286,2023-07-27,10269,Withdrawal
T004489,C00534,2023-06-07,32717,Loan Payment
T004490,C02919,2023-12-27,6190,Loan Payment
T004491,C01251,2023-08-21,2951,Withdrawal
T004492,C00764,2023-07-31,2391,Withdrawal
T004493,C02499,2023-05-22,11062,Withdrawal
T004494,C02407,2023-07-26,3099,Deposit
T004495,C01696,2023-09-12,12480,Deposit
T004496,C00491,2023-01-21,3124,Withdrawal
T004497,C01602,2023-10-30,15014,Deposit
T004498,C01931,2023-08-29,6708,Withdrawal
T004499,C00233,2023-12-15,11922,Withdrawal
T004500,C00069,2023-11-04,18632,Deposit
T004501,C01142,2023-09-19,3369,Deposit
T004502,C00829,2023-03-14,6027,Deposit
T004503,C02432,2023-08-20,3989,Withdrawal
T004504,C02242,2023-08-04,3052,Deposit
T004505,C02622,2023-10-19,3936,Deposit
T004506,C01888,2023-05-31,10100,Withdrawal
T004507,C02979,2023-07-17,28526,Loan Payment
T004508,C00233,2023-03-27,17034,Deposit
T004509,C00862,2023-02-12,30677,Loan Payment
T004510,C01961,2023-10-05,7805,Loan Payment
T004511,C01063,2023-09-18,29456,Loan Payment
T004512,C02893,2023-04-14,14578,Deposit
T004513,C01203,2023-09-07,10680,Withdrawal
T004514,C02469,2023-04-22,13293,Deposit
T004515,C01892,2023-03-08,34954,Loan Payment
T004516,C01008,2023-12-28,7107,Loan Payment
T004517,C00905,2023-01-08,8793,Withdrawal
T004518,C01036,2023-10-25,7459,Withdrawal
T004519,C02964,2023-04-05,9321,Withdrawal
T004520,C02259,2023-06-22,22377,Loan Payment
T004521,C00194,2023-02-13,15944,Deposit
T004522,C02751,2023-05-10,6537,Loan Payment
T004523,C01523,2023-04-23,10713,Deposit
T004524,C02883,2023-05-11,28214,Loan Payment
T004525,C02804,2023-08-17,40378,Loan Payment
T004526,C00521,2023-02-03,4899,Deposit
T004527,C02400,2023-09-06,22204,Loan Payment
T004528,C00858,2023-04-13,11567,Withdrawal
T004529,C01987,2023-10-16,16740,Deposit
T004530,C00557,2023-06-17,2833,Deposit
T004531,C02066,2023-02-12,45252,Loan Payment
T004532,C02488,2023-08-11,4619,Withdrawal
T004533,C00335,2023-12-03,7244,Withdrawal
T004534,C02876,2023-09-02,32412,Loan Payment
T004535,C01640,2023-12-20,4414,Deposit
T004536,C00241,2023-12-06,2047,Withdrawal
T004537,C00832,2023-08-25,19224,Deposit
T004538,C01532,2023-05-22,25238,Loan Payment
T004539,C02162,2023-10-29,13032,Withdrawal
T004540,C00356,2023-01-21,44670,Loan Payment
T004541,C00390,2023-02-15,33996,Loan Payment
T004542,C01128,2023-08-15,13933,Withdrawal
T004543,C02467,2023-04-09,6675,Loan Payment
T004544,C00776,2023-03-03,30646,Loan Payment
T004545,C00025,2023-03-19,34418,Loan Payment
T004546,C00321,2023-01-28,19204,Loan Payment
T004547,C02460,2023-03-27,8568,Withdrawal
T004548,C00055,2023-09-21,9592,Deposit
T004549,C00790,2023-06-07,5624,Loan Payment
T004550,C00717,2023-03-19,48476,Loan Payment
T004551,C00683,2023-05-17,4828,Deposit
T004552,C01570,2023-05-12,5008,Withdrawal
T004553,C02961,2023-03-02,41165,Loan Payment
T004554,C01895,2023-03-30,49437,Loan Payment
T004555,C00183,2023-05-26,13926,Deposit
T004556,C02969,2023-10-18,5641,Withdrawal
T004557,C01522,2023-05-22,40768,Loan Payment
T004558,C00109,2023-10-24,12483,Deposit
T004559,C01119,2023-08-10,14881,Withdrawal
T004560,C01613,2023-04-28,6940,Deposit
T004561,C02411,2023-08-13,47918,Loan Payment
T004562,C01501,2023-05-14,19443,Loan Payment
T004563,C02556,2023-07-09,10757,Deposit
T004564,C01651,2023-06-08,14108,Loan Payment
T004565,C01161,2023-12-11,14747,Withdrawal
T004566,C01435,2023-06-30,11244,Deposit
T004567,C00316,2023-01-06,13943,Deposit
T004568,C01070,2023-11-06,8073,Deposit
T004569,C02566,2023-03-12,13869,Loan Payment
T004570,C00183,2023-06-21,17711,Deposit
T004571,C00378,2023-10-18,16248,Deposit
T004572,C00036,2023-03-26,2503,Withdrawal
T004573,C02233,2023-05-25,8735,Deposit
T004574,C02999,2023-12-12,5183,Withdrawal
T004575,C02852,2023-06-07,9490,Withdrawal
T004576,C00926,2023-07-21,8791,Deposit
T004577,C00598,2023-05-25,4506,Withdrawal
T004578,C00310,2023-12-12,40843,Loan Payment
T004579,C01480,2023-07-26,11343,Withdrawal
T004580,C01170,2023-03-15,19397,Deposit
T004581,C00900,2023-07-07,8741,Withdrawal
T004582,C00331,2023-08-26,6102,Deposit
T004583,C02280,2023-05-03,24681,Loan Payment
T004584,C02457,2023-08-22,15963,Deposit
T004585,C01267,2023-05-14,43937,Loan Payment
T004586,C02783,2023-08-15,48166,Loan Payment
T004587,C02376,2023-09-16,524,Withdrawal
T004588,C01929,2023-02-24,6150,Deposit
T004589,C00452,2023-06-01,5923,Withdrawal
T004590,C00523,2023-06-26,32754,Loan Payment
T004591,C02962,2023-04-19,2905,Withdrawal
T004592,C02563,2023-03-14,15311,Deposit
T004593,C01874,2023-11-12,33283,Loan Payment
T004594,C02395,2023-12-07,41066,Loan Payment
T004595,C01706,2023-06-24,3286,Withdrawal
T004596,C00331,2023-10-01,35376,Loan Payment
T004597,C02850,2023-09-20,1331,Withdrawal
T004598,C00867,2023-03-28,46775,Loan Payment
T004599,C00490,2023-04-01,11604,Deposit
T004600,C00168,2023-07-17,3901,Withdrawal
T004601,C02617,2023-11-01,11645,Withdrawal
T004602,C02771,2023-01-24,12223,Withdrawal
T004603,C00005,2023-09-22,10285,Loan Payment
T004604,C02266,2023-03-24,47991,Loan Payment
T004605,C00739,2023-04-12,42918,Loan Payment
T004606,C02067,2023-07-07,22500,Loan Payment
T004607,C02862,2023-08-29,15486,Deposit
T004608,C00221,2023-11-22,14589,Deposit
T004609,C01961,2023-03-06,12963,Deposit
T004610,C00854,2023-10-25,10023,Deposit
T004611,C02718,2023-03-07,17442,Deposit
T004612,C00372,2023-02-06,3875,Withdrawal
T004613,C00060,2023-08-06,5900,Withdrawal
T004614,C01592,2023-01-29,49240,Loan Payment
T004615,C01206,2023-10-02,13691,Withdrawal
T004616,C02125,2023-06-17,11910,Deposit
T004617,C00362,2023-05-27,12609,Withdrawal
T004618,C00533,2023-04-06,1523,Deposit
T004619,C00087,2023-10-01,25787,Loan Payment
T004620,C01848,2023-10-31,31999,Loan Payment
T004621,C02368,2023-01-10,14227,Withdrawal
T004622,C01850,2023-11-07,47391,Loan Payment
T004623,C02295,2023-10-13,7103,Withdrawal
T004624,C02887,2023-11-07,22540,Loan Payment
T004625,C02506,2023-12-28,13364,Withdrawal
T004626,C02176,2023-05-02,1336,Withdrawal
T004627,C02334,2023-06-14,8849,Deposit
T004628,C01406,2023-07-31,5537,Withdrawal
T004629,C01963,2023-11-15,36026,Loan Payment
T004630,C01524,2023-11-25,18067,Loan Payment
T004631,C00010,2023-09-15,26332,Loan Payment
T004632,C01483,2023-02-20,7721,Deposit
T004633,C01154,2023-08-09,1190,Deposit
T004634,C01601,2023-04-08,12399,Deposit
T004635,C02715,2023-05-25,4709,Deposit
T004636,C01541,2023-08-08,1007,Withdrawal
T004637,C00524,2023-12-29,13137,Loan Payment
T004638,C00937,2023-07-09,12070,Deposit
T004639,C02762,2023-02-06,9675,Withdrawal
T004640,C01904,2023-05-07,601,Withdrawal
T004641,C00609,2023-03-05,44529,Loan Payment
T004642,C01781,2023-03-09,6698,Deposit
T004643,C00950,2023-08-31,9085,Deposit
T004644,C00662,2023-03-26,7037,Loan Payment
T004645,C02216,2023-11-29,19759,Deposit
T004646,C01114,2023-11-11,8106,Withdrawal
T004647,C01090,2023-01-24,4806,Deposit
T004648,C01986,2023-01-06,29322,Loan Payment
T004649,C01866,2023-07-03,10764,Withdrawal
T004650,C02728,2023-07-27,10957,Deposit
T004651,C00239,2023-09-11,2796,Deposit
T004652,C02309,2023-06-15,1175,Withdrawal
T004653,C00443,2023-05-25,10884,Withdrawal
T004654,C00242,2023-06-10,14169,Withdrawal
T004655,C01448,2023-03-19,19052,Deposit
T004656,C01218,2023-11-26,14378,Withdrawal
T004657,C02550,2023-08-11,33468,Loan Payment
